ID,DOB,SSN,Zip,Age,Workclass,fnlwgt
4d48766a,7/15/1995,697-99-7095,38382,27,Private,147951
6bfce132,11/3/1980,547-39-9305,71439,23,Private,188409
da977776,4/18/1989,567-33-7802,7968,44,Private,173888
c01df535,5/5/1990,686-05-1402,4651,25,Private,247006
54075392,5/9/1961,143-39-6695,37491,23,Private,82889
7a7033ef,11/18/1992,649-51-4371,23802,52,Private,259363
b28c09ea,4/2/1964,552-40-2605,82555,62,Federal-gov,159165
cb150ec5,3/9/1980,840-36-7516,95286,31,Private,112062
70ff56b3,11/21/2002,109-99-5176,89163,19,Private,299050
d8e1a2b1,8/14/2010,524-06-7875,18419,22,,186452
1b94f9ee,7/13/1966,746-47-6760,19119,53,Private,548580
4eca98ae,12/10/1972,636-72-0363,78005,25,Private,234057
44f7c83d,12/11/2010,643-52-6445,26179,45,Private,241350
b6bb1bae,8/8/2006,613-75-0346,14657,69,Private,108196
01a1a741,10/27/1988,564-10-7674,53714,49,Private,278322
98529dd6,5/24/1998,667-70-8705,91990,42,Private,157443
481d1801,9/16/1973,428-61-6813,34757,44,Self-emp-not-inc,37618
78345a69,5/27/1979,311-75-3346,57415,56,Local-gov,238582
cfb3a677,11/23/1955,586-46-9882,94524,37,State-gov,28887
aa6ae0e1,4/16/1984,522-70-5119,5799,37,Private,77820
364c4eb6,6/23/2009,271-02-3188,93168,22,Private,110946
ee4df7c3,5/1/1995,736-22-3029,37537,34,Local-gov,230420
9f5943c0,4/13/2010,399-64-6396,2889,36,Private,206521
118745e7,7/9/1984,114-63-4449,38236,54,,156877
1142c80a,11/16/1975,836-05-5681,93811,28,Local-gov,283227
f239da33,7/16/1960,210-78-7137,55172,28,Private,141957
2708b64e,9/24/1958,882-68-8576,59410,36,Private,58337
5fe243da,8/2/2002,174-64-2006,1806,73,Local-gov,161027
bc80fdc1,12/27/2003,251-57-8901,73771,37,Self-emp-not-inc,31670
3c2109da,4/22/1962,414-78-3841,93287,24,Private,205844
b60f0fde,6/25/2012,775-54-4159,73551,30,State-gov,46144
b7819746,9/25/2008,637-96-4056,53637,38,Private,168055
e8399cd7,11/4/1958,653-14-1276,12167,50,Private,98350
01d69a33,12/10/1988,221-47-0558,66067,69,,182668
5aaca06f,1/12/1972,346-72-4733,76308,43,Private,208613
8e809737,10/11/2011,253-18-8772,1466,42,Private,334522
b7026c9d,2/25/1960,703-78-4843,31636,54,State-gov,187686
a56cd294,11/18/1980,549-44-8853,33630,27,State-gov,365916
4d334037,8/26/2004,870-83-8130,22668,39,Private,190719
14916c36,2/27/1993,461-50-8283,87666,27,Private,218184
abe06601,4/8/1995,152-54-4148,21253,30,Private,222162
70b3bed1,11/22/1979,797-51-1737,26461,30,Private,148524
70243be6,1/14/1986,188-85-3310,28582,37,Private,267085
729895d9,6/4/1973,430-60-3757,7249,50,Federal-gov,307555
aaab1ebf,11/11/1992,560-31-9632,40061,36,Private,229180
7597b7cd,12/21/1991,354-35-8997,44401,22,Private,279041
d57fdf1f,8/11/2011,413-74-1618,84083,21,Private,312017
23a0a168,10/21/1990,333-90-2733,88512,33,Private,54782
5c98d8a5,5/13/2001,281-27-4027,24256,76,Private,70697
dd969e5b,11/30/1996,473-80-4839,91613,22,,263970
f9e7676f,10/2/1953,811-80-3860,30777,37,Private,188774
d6865196,3/17/2001,715-72-8458,95631,34,Private,302770
4a646e33,7/14/2011,764-01-9472,58723,29,Private,183639
4e1eedc0,7/5/1959,477-82-2228,11201,29,Private,178551
982def98,11/30/1955,106-74-8285,36181,28,Private,175343
9222747a,5/8/1967,389-82-8496,26426,73,Self-emp-not-inc,190078
3fc74957,2/13/2004,494-54-4299,76073,43,Private,117627
50cfc5cc,7/3/1997,489-47-2416,11183,39,Private,108419
6003eed6,8/16/2006,264-09-8431,47154,74,Private,183701
c8420c14,7/11/1985,416-35-3000,98688,27,State-gov,208406
afc3fb3a,4/21/1984,219-46-6908,14356,47,Private,148884
dbbf0941,6/14/1959,186-25-2620,47701,90,Private,87285
94a00feb,3/19/2008,379-81-5396,68301,47,Private,199058
6ca52b84,5/14/1954,278-68-1610,20547,42,Private,173628
c4579851,4/15/1967,325-29-4847,55385,69,Private,370837
1d825c3e,4/28/2002,280-13-9880,72869,18,,179484
5b847975,7/10/1992,247-64-0384,10351,23,Private,342769
a7ffe528,5/25/2008,535-52-5736,90228,44,Local-gov,65145
1b67f35d,2/27/1955,491-65-3665,74802,41,Private,150533
b332954c,9/29/1994,773-29-3912,37163,47,Local-gov,272182
ad282020,4/5/1985,739-72-9268,28668,43,Private,403467
ef46dbb6,5/31/2009,121-61-7146,26632,33,Private,252168
2062f04e,1/24/1964,205-66-2655,18739,48,Private,80430
9a3ac3cc,8/16/1989,275-13-8482,7600,39,Private,189623
9474a4f5,2/26/1996,270-91-7276,82103,43,Private,115806
0c378a0a,12/22/1989,707-38-0884,96558,18,,28357
552efe83,10/19/1971,453-38-0058,30917,52,Private,226084
eaba0604,3/9/1996,571-21-7535,41679,18,Private,150817
fdcc17ec,11/8/2004,617-33-1028,2816,27,Self-emp-inc,190911
2d0504ed,7/8/1974,497-34-6419,19734,27,Self-emp-inc,120126
f96d6127,10/29/1961,236-39-3471,26143,45,Local-gov,255559
f8f39d9d,10/18/1974,196-33-9896,95981,79,,142370
bbaeef7a,1/25/1959,515-30-8425,17538,24,Private,173679
487f0ba5,3/6/1975,619-50-0929,63251,25,Private,35854
1bdd1eab,5/10/2009,187-96-9193,94027,42,Self-emp-not-inc,82161
d515b479,12/18/1962,374-90-6055,52662,63,Self-emp-not-inc,129845
019a8daa,6/2/1956,155-86-1867,65474,40,Private,226505
6cebcbd7,9/7/2009,586-72-7188,20494,47,Private,151584
470246f3,7/1/1955,517-45-4887,68582,42,Private,136419
293c7781,4/20/1974,628-46-0009,95793,42,Private,66460
5adcd6ad,10/25/1980,171-99-5718,56898,63,Local-gov,379940
d34002ef,1/18/1991,298-06-3508,61627,37,Local-gov,102936
f141228c,4/25/1955,745-43-1943,40839,65,Private,205309
62c6c161,4/27/2011,683-29-9129,40179,30,,156890
52c24f69,4/8/1966,619-48-5624,45242,62,Private,208711
25c99925,1/7/1971,835-87-6806,25459,46,Private,137547
ac73b6b3,3/22/1986,729-05-5989,14570,23,Private,220168
79984b1d,5/21/1967,153-15-9464,4976,47,Local-gov,37672
729f996a,5/30/1959,210-80-4453,87250,20,Private,196643
031a6022,3/19/1990,378-38-8037,73294,21,,355686
03fa1f1f,7/8/1969,328-74-2047,21793,28,Private,197484
f8b08842,10/16/1957,472-50-7629,53731,61,Local-gov,115023
cf6c29dd,6/22/2000,245-48-8379,61396,30,State-gov,234824
873f2e7b,7/18/1957,120-29-0267,85693,30,State-gov,361497
04d05b04,7/15/1989,476-03-9373,32371,29,Private,351871
8a64e1ee,9/8/1967,201-61-9711,49413,39,Private,324231
8dfd2221,2/18/1996,572-73-1194,1726,23,Private,123490
897ba4c9,10/5/1971,405-87-4170,61680,32,Private,188245
5c22a0f9,12/28/2007,862-57-5992,75108,63,Private,50349
0cdb7507,2/4/1972,747-37-3566,97714,19,Self-emp-not-inc,47176
35273f87,10/29/1999,136-90-1604,63051,57,State-gov,290661
48a7971c,8/5/2006,102-33-8424,90710,41,Private,221172
1a7df8d4,4/10/1957,254-41-4368,60354,23,Private,188950
309d7a7d,7/12/1971,148-14-9499,18234,30,Private,356882
8634cc5b,11/28/1962,765-82-2140,39719,43,Self-emp-inc,150533
0f84d568,7/16/1953,133-71-0898,77853,64,Self-emp-not-inc,167149
c1cc5d08,3/26/1980,316-31-1154,47489,56,Private,301835
b23a081d,5/10/1980,846-68-1887,33538,32,Private,313729
18e55f67,9/26/1995,812-85-8665,19402,55,Private,130957
1c08a31f,3/4/1998,596-24-2458,95543,17,Private,197732
d5889195,9/16/1997,342-55-0024,65821,17,Private,250541
343cf2ff,7/31/1995,502-32-8239,17843,29,Private,218785
b7c01ca3,12/17/1969,507-15-7526,36169,23,,232512
fcde602c,10/9/1968,785-03-9366,65529,37,Private,194630
ec623871,7/9/1998,711-95-5052,58932,39,Private,38721
36616238,9/12/1955,495-96-5324,47761,36,Private,201519
479108b1,6/9/1962,224-48-5062,1553,50,Private,279337
79cc55a9,7/7/1971,188-02-0634,86883,41,,27187
53ba03be,7/9/1982,426-59-5596,56755,31,Private,87560
b2b048e3,9/3/1999,616-56-6760,68597,71,,100820
c3724329,2/14/1980,322-15-5787,22454,56,Private,208431
7d0015b6,9/25/1984,340-92-3198,81211,51,Private,143822
8c505342,2/16/1952,655-82-2338,22287,20,Private,163205
7845668f,7/7/1963,818-84-6515,77734,53,Private,171924
bddfe85c,10/8/1960,284-57-2917,57409,33,State-gov,137616
03391d4a,2/13/1962,895-30-0189,61246,27,Private,156516
205922c9,4/30/1955,209-81-2977,36787,40,Private,119101
655e859a,11/3/1962,222-95-4075,90879,45,Private,117556
626f0129,1/23/2002,553-58-3741,67070,54,Private,147863
09a8f19b,9/22/1957,349-73-9464,42195,33,Self-emp-not-inc,24504
32db4ff4,3/18/1997,665-12-0366,42228,27,,157624
01b716a7,7/19/1983,788-08-4136,42698,36,Private,181721
bb457d5c,5/28/1975,719-25-3809,38601,42,Local-gov,55363
cb74965c,2/15/1995,686-13-3427,70617,33,Private,92865
01685f1b,6/5/2000,116-48-4232,87933,19,Private,258633
70565260,9/21/1950,166-30-0270,7361,52,Federal-gov,221532
08fddeb7,6/5/1999,697-94-1490,72534,41,Local-gov,183224
2986648c,5/17/1966,500-73-1240,40835,30,Private,381153
511dd44c,10/12/1953,838-06-0694,89438,22,Private,300871
7139f5e1,11/19/1966,712-47-2353,97566,47,Private,33710
bf347a3e,8/14/1966,159-72-0657,51024,26,Private,158333
a19ec7ef,8/13/1994,209-52-9157,7599,36,Private,288103
895542db,2/10/1995,856-45-2370,15316,35,Private,108907
f13b7ef4,8/6/1980,361-38-2810,48145,46,Private,358533
5827c3e9,8/10/1990,190-14-0255,41587,24,Private,126613
7d9ffc14,10/5/1959,154-01-9864,6343,30,Private,164190
aa2aaa8e,3/24/1975,803-41-5357,30736,38,Private,199816
ba9dfaf5,4/11/1990,205-49-4218,47684,50,Private,98228
883f4ce4,7/3/2000,496-52-0951,80285,41,Local-gov,129060
f004661f,12/16/1991,692-18-1519,51106,38,Private,22245
29b3c99e,9/29/1999,584-02-2497,8045,36,Private,226918
2af8d37b,4/18/1996,549-29-6708,46340,47,Private,398652
331f1724,5/16/1965,174-08-9340,29093,59,Private,268840
73ed6bc9,1/27/1979,352-09-1301,74529,35,,103710
ee842e8b,11/13/1988,348-19-6664,2433,59,Private,91384
2caa08ea,11/26/1983,267-59-4038,18929,52,Private,174767
b536fe38,8/15/1990,672-04-2333,8193,37,Self-emp-inc,126675
08883e02,2/11/1951,423-63-9652,63135,52,Private,82285
d2be3d77,5/5/1954,309-80-3407,12989,51,Private,177727
3719a18f,12/3/1984,307-92-0466,96253,67,Self-emp-not-inc,345236
92adeb78,2/19/1972,297-48-5797,80853,58,,347692
52e41bcd,2/13/1996,891-27-0866,5306,68,Private,156000
fb20a80c,2/23/2009,816-80-1048,38725,71,Private,228806
a8bc5b5d,7/10/2010,139-57-6864,93971,49,Local-gov,184428
ad588ebf,6/16/1986,608-26-9748,99649,35,Local-gov,102938
cf85c684,9/14/1990,390-05-7977,86904,18,Private,161063
d0bfd975,10/8/1951,628-76-4991,87369,29,Private,253752
165395a8,10/30/2005,123-29-3957,47925,47,Self-emp-not-inc,274800
2e7063b4,8/26/1986,665-38-8976,89774,31,Private,129804
465cbbf9,7/7/2008,475-32-6960,98081,22,Federal-gov,65547
8e3b63bd,7/27/1990,169-92-6167,54677,20,Private,107658
034fa399,11/11/1999,620-96-3272,67099,57,Private,161097
43ef4855,10/4/1968,800-63-7897,81557,18,Private,118376
88630ac6,2/26/1993,482-07-0165,40406,32,Private,131224
d3d1d9b2,7/18/1957,793-55-9647,31403,39,Private,120985
eaf5526b,11/23/1997,602-03-5976,18049,37,Private,215392
027276a3,7/17/1994,630-67-7946,91365,51,Private,63685
2e85a4e6,1/29/1998,659-09-1909,7300,48,Private,131826
a4b85c05,2/20/1967,376-04-6518,95559,39,Private,211440
8a0cf92a,8/12/1982,274-76-3734,65014,35,Private,31023
5ecbe2e9,4/5/1996,267-70-2773,69744,40,Private,145439
f3ac093b,5/13/1982,170-54-1431,67361,19,Private,255161
ac16d72c,1/5/2007,874-27-0064,20902,28,Private,411950
fce03186,6/18/2011,564-88-2643,6973,23,Private,275818
537cc8ec,7/24/2011,244-71-4104,14511,18,Private,318082
7af9aea0,10/12/2010,233-39-4034,6779,23,Local-gov,287988
a573243e,7/16/1970,265-92-7441,86776,47,Local-gov,138342
66ae1dbb,10/10/1984,443-71-7723,98214,42,Federal-gov,115932
40681956,10/4/1974,247-75-8445,22383,25,Private,60358
46347e20,4/13/1982,638-89-5734,58569,17,Private,140117
591fed8f,3/21/1980,641-98-3108,48052,34,Private,158040
8cc76636,2/25/1983,767-16-7220,5294,30,Self-emp-inc,321990
54a2b484,6/19/1995,362-60-4016,85570,29,Private,232784
8acbec5f,12/22/1981,174-70-8398,14819,22,Private,349368
b28afd97,11/10/1973,393-12-0222,97996,46,Federal-gov,325573
7bb184d2,7/10/2012,420-08-4065,15187,69,Private,140176
8ba4cf57,6/8/1979,181-16-0787,55770,50,Private,128478
ba593104,1/24/1979,717-61-1827,16297,19,,318264
2b232b94,4/7/2005,798-76-6127,11809,59,Private,147989
134061c1,5/12/1991,863-05-9216,74095,45,Federal-gov,155659
8e1cb301,6/9/1981,830-54-8056,17629,41,State-gov,288433
69b4dfea,4/22/2002,676-33-4488,5434,47,Federal-gov,329205
7c0684cc,9/7/1967,748-95-9708,67306,64,Private,171373
fab22e0c,10/12/1985,461-50-9164,23887,29,Private,228860
4977d751,6/19/1962,277-55-7072,99021,29,Private,196116
186306c5,10/22/1982,343-05-0038,4283,17,Private,47771
af1592e4,9/23/2010,324-89-4110,41726,24,Private,201680
afdbeb74,12/24/1972,211-49-2070,81838,28,Private,337378
437c07c5,2/15/1984,417-71-4965,90449,35,Private,246449
d5684ee4,8/6/1994,486-16-4454,15193,48,Private,227714
23d51a8e,9/23/1980,739-82-4663,20638,36,Private,177285
29f98b69,9/21/1979,482-02-3820,29062,38,Private,71701
7007f25b,5/12/1953,446-55-1067,34215,49,Private,30219
fd4c9f7e,3/6/1982,463-91-3646,99706,42,Private,280167
114c23ea,8/2/2001,187-58-4642,93644,36,Self-emp-inc,27408
0f86bd2d,4/18/2001,107-19-4999,34094,25,Private,167031
18acecf0,1/12/1957,384-49-9856,8319,41,Private,173682
1b09fd74,12/4/1986,759-01-3065,74332,35,Self-emp-not-inc,278557
14fe9351,2/24/1989,490-98-9829,54332,32,Private,113688
a94a8be8,10/19/1992,138-84-1085,76468,41,Self-emp-not-inc,252986
9f064f8c,1/13/1969,363-24-3081,28908,48,Private,33669
1761872d,6/29/1966,205-82-9936,88127,56,Private,100776
6aade09c,9/30/1990,436-76-4157,9203,47,Self-emp-not-inc,177457
8bfbd1b2,10/16/1990,763-16-1279,43155,30,State-gov,312767
9e2e4ef1,5/5/1985,115-53-7323,19773,51,Private,43354
e61da5c3,3/9/2006,224-06-1917,47225,22,Self-emp-inc,375422
581f727f,8/4/1976,501-94-8556,94239,49,Self-emp-not-inc,263568
b5c3b244,7/17/1956,591-97-1093,80086,67,,74335
4d88affa,11/28/1952,758-64-1148,14517,26,Private,302097
f05d13b1,1/15/1975,612-89-0142,61919,35,Private,248010
766f7eae,10/3/1995,795-37-4100,49250,37,,87369
565ed3d3,5/26/1953,866-55-0629,65025,34,Private,405577
f44705e5,5/6/1984,562-64-6773,51794,51,State-gov,167065
5999e3aa,6/18/2000,329-15-1494,23916,26,Private,102476
d37b5750,10/29/1953,121-23-9755,44529,28,Federal-gov,526528
aca1fcb6,12/6/1957,555-80-5125,44111,32,Private,175878
98b6cf9c,9/28/1951,768-01-2278,8744,55,Private,213894
b2aeda96,8/3/1985,899-36-8973,27795,17,Private,150262
f7ab9f61,2/9/1967,153-53-5825,66615,40,Private,75363
6a300d15,2/4/1951,418-24-4170,78313,38,Private,272671
e8789445,3/14/1998,626-49-0372,2686,67,Self-emp-inc,411007
3ce15bf0,9/16/1987,432-84-1349,10730,44,Private,222434
a1d21342,4/2/1991,712-11-9027,81271,26,Private,180246
8bd43717,8/4/2005,291-83-4228,41793,25,Private,171236
6d3939c7,9/29/2009,683-40-7175,31091,45,Private,367037
1df4b2f6,1/17/1986,617-38-3485,75238,38,Private,304651
240b5244,5/29/1989,211-01-2562,95404,62,Private,97017
2bbf830a,2/10/1984,735-37-6594,23975,20,Private,146879
84120a63,4/8/1974,698-18-9205,47464,45,State-gov,320818
72ea2d37,1/10/2003,329-30-2707,52517,47,Self-emp-not-inc,84735
8529b931,12/30/1999,167-31-0665,65200,49,Private,184428
3faf1eee,8/13/1968,263-47-9224,39392,36,Private,326886
384e8e3d,8/7/1966,787-90-5818,50271,24,,169624
7eea9544,1/5/2004,730-25-3064,25947,29,Private,212102
84697969,4/20/1951,863-46-5513,43196,23,Private,175837
2a5648c3,4/11/1966,200-47-5137,83899,50,Private,177487
47eaab48,3/20/1969,540-34-6467,72822,44,Private,286750
dd8cd66a,3/27/2002,368-11-7305,46747,44,Private,171424
9397900b,5/6/1968,364-70-6472,91159,32,Private,194981
e685827c,1/17/1968,632-20-3458,78057,73,Private,199362
5ecc7b96,9/27/1999,817-43-2167,28522,24,Private,204226
3f81ddb1,10/18/1967,182-34-6960,34754,46,State-gov,72506
f1110568,2/23/1974,307-53-7799,36734,61,Self-emp-inc,61040
6d0c3309,6/5/2008,469-96-1292,25591,37,Federal-gov,194630
4994a54d,12/3/2002,316-51-7767,74691,29,Private,391867
179472d1,11/9/1959,850-92-5184,40094,40,Private,94080
a5b861bb,5/1/1981,725-31-7005,81015,17,Private,289405
e1fe631d,5/30/1951,106-77-3606,80445,30,Private,170130
e21e4741,9/8/1974,384-56-8007,97787,19,Private,158118
0a28f9d7,9/27/1979,860-39-7018,93092,30,Private,447739
24498307,3/11/1973,358-39-0414,54384,90,,39824
5a8a7258,10/28/2007,830-63-6933,87980,76,,312500
fbe42943,1/16/2008,699-60-0030,21134,47,Private,223342
72afa514,8/24/1968,313-66-8001,96357,65,,293385
7db2c93c,10/10/2003,595-35-5546,7364,25,Private,106377
22d6f796,2/9/1995,639-63-3109,31243,41,Private,66118
6ebcec01,6/18/1991,788-63-9135,68924,47,Private,274883
5431bab7,9/27/2003,777-55-8568,15880,27,Local-gov,123773
7496e53e,9/19/1991,545-66-8393,4300,42,Local-gov,70655
8d5fbf36,9/8/2007,242-89-5560,33465,49,Private,177426
e98fb830,1/2/1957,431-36-6044,27195,37,Private,200374
dbdc772c,3/3/1987,549-15-8908,15926,19,State-gov,159269
ea0b81d9,12/28/1988,139-96-3753,85232,24,Private,235894
523651d6,1/25/1954,746-57-1655,8823,34,Local-gov,97723
a1abb642,9/24/2004,485-58-3760,13252,33,Private,167309
cddf4536,11/26/1957,269-44-7069,7094,44,Self-emp-not-inc,98106
979c5b39,1/21/1991,431-42-9636,1284,37,Federal-gov,22201
964f21f5,6/23/1976,294-02-3714,5426,45,Private,108993
e56612ea,11/10/1992,725-99-3152,84413,35,Private,265954
69645428,3/17/2009,336-33-5485,95036,58,Self-emp-inc,100960
bef3c94c,3/19/1988,529-36-4416,61630,45,Private,170092
9fabc891,9/18/1967,873-61-4785,63952,54,Private,326156
5b957116,8/7/1994,528-42-7188,88485,45,Private,216932
29a3c044,10/20/1990,252-66-3920,11975,69,Private,36956
5f57cece,11/14/1980,674-06-7180,11273,24,Private,214014
3b9978b8,10/19/1973,364-64-6666,34962,36,Private,99872
abd65891,4/10/1966,492-85-8448,49273,61,State-gov,151459
465d80ef,2/14/1971,251-29-6467,40396,57,Self-emp-inc,161662
47e2da5f,5/21/2011,334-26-1275,81892,56,Private,367200
ce08d1a0,3/18/2000,791-82-7219,34879,35,Private,86648
9803ee95,4/2/1970,491-15-5497,80954,51,Local-gov,168539
407a78a5,12/2/1988,409-52-4292,28471,50,Private,140741
2f12b737,6/16/1951,579-17-9427,46971,25,Private,197651
3712468d,7/11/2003,646-24-4285,63397,46,Private,123053
3efa81c5,4/16/1960,179-19-1896,70744,23,Private,330571
ac6e02d2,4/20/1975,653-64-3552,75827,44,Private,204235
58860d4d,2/29/1984,533-85-0116,60478,38,State-gov,346766
9f8ce05e,7/24/1969,669-41-9543,8350,35,,257250
92c42fd2,5/6/1989,400-46-7733,64039,25,Private,163396
f7e2ce0c,1/14/1960,393-04-7416,19319,78,,135839
61f3219d,4/15/1969,708-28-1909,8860,18,Private,36251
8d171d5f,1/24/2005,338-99-9167,67011,40,Private,149102
8c54bf62,4/5/1974,141-16-9058,68352,61,,222395
d2201480,7/4/1972,443-56-8699,2432,31,State-gov,29152
a2ccb614,4/16/2010,222-42-7727,49865,33,Private,79303
83a17613,8/22/2009,133-78-3751,94640,35,Private,272338
c54974da,4/5/1962,121-42-4508,20486,55,State-gov,200497
acecc97d,8/16/1995,119-82-1718,1831,19,Private,148392
f8838262,8/22/1987,605-24-7079,16215,31,Private,164243
3944ca75,6/14/1982,186-28-0658,37528,43,State-gov,129298
ec893d98,10/9/2000,544-97-5244,33776,49,Local-gov,174981
e88e8194,8/14/1961,672-66-2378,87744,48,Local-gov,328610
ae42e68d,8/24/1957,762-36-2324,55248,27,Private,77774
8ef0e895,3/20/1980,603-96-0849,39093,38,State-gov,134069
2d33be45,12/13/1984,671-53-0017,68159,35,Private,209214
b0703332,1/24/1965,348-77-6737,42556,29,Private,153805
61e91323,8/4/1998,572-56-3991,15615,27,Private,168827
4dc4540a,12/26/1964,343-86-9770,97891,31,Private,373432
00f142b6,12/16/1953,871-86-2276,74928,26,Private,57600
bdefe25b,3/27/1958,264-08-9478,8949,53,Self-emp-not-inc,302847
a9fefbcf,11/4/1980,693-77-1455,34593,23,Private,227594
c79530c0,7/23/1966,437-34-6759,80413,32,Federal-gov,44777
413f5f49,2/27/1992,839-97-0828,56732,54,,133963
3a2563bf,4/25/1965,596-22-4609,94085,36,Private,279615
8fcb8a2d,1/2/1962,533-17-0698,38810,22,Private,276133
50e9a78d,9/8/1960,521-20-7086,57721,62,Private,136314
1b953dd5,5/31/1978,719-67-9651,84336,41,Private,204410
60fdff5a,8/27/2008,131-16-3789,9583,59,Self-emp-inc,223215
db4de8be,5/26/1957,296-93-2074,93813,43,Private,184625
601faeb2,12/5/1985,308-44-4672,51855,34,Self-emp-inc,265917
35c872ef,5/21/2006,159-49-1642,28251,27,Private,158647
f4a33ad8,11/6/1967,321-98-9168,10284,35,Private,22055
65985df9,8/19/1957,656-56-6234,75664,41,Local-gov,176716
8c663d57,10/13/2004,743-62-9253,8137,42,Private,270721
38b6d57b,1/15/1981,549-80-9418,88907,24,Private,100321
51c0e578,6/15/1992,425-30-0870,65912,35,Private,79050
76d093f4,12/31/1996,439-94-1346,22976,40,Local-gov,42703
4740ba8f,10/25/2009,558-17-0351,54098,46,Private,116952
9a7b7faf,10/1/2008,459-10-4499,7216,45,Private,331643
2d60cd65,5/5/1961,729-51-6620,2211,33,Private,207937
0a321af5,3/30/2004,426-83-3693,16151,68,Private,223486
15373f3d,6/30/2003,625-57-7856,10261,33,Private,340332
86f40ca7,8/1/1969,492-87-4180,59664,23,Private,184813
885dd34d,1/26/1996,123-54-2025,72003,42,Self-emp-not-inc,32185
38a30188,6/16/2003,828-54-3908,87734,30,Private,197886
6d251db6,7/28/2004,586-79-0603,47027,35,State-gov,248374
f3bf87ea,11/26/1993,226-63-6728,15992,40,Private,382499
6ec201a0,9/26/1983,594-47-2805,82990,36,State-gov,108320
3f4c659c,3/1/1977,291-60-3175,58224,46,Self-emp-inc,161386
6e144939,2/28/1951,498-78-5285,45989,49,Local-gov,110172
b7ba794d,2/7/1994,362-16-2067,78118,41,Private,144032
1f3c1f40,12/4/1970,542-40-5782,86326,26,Private,224426
0da573d3,1/11/1969,724-50-0595,67841,37,Private,230408
3ca214fc,7/5/1953,881-65-6134,25458,50,Local-gov,20795
0c780d4d,2/3/1994,260-28-8905,26276,20,Private,174714
9e4a9c39,5/18/1956,450-18-7838,97067,59,State-gov,398626
8e2dd13d,11/27/1998,782-19-4460,12235,30,Private,149531
45650c4b,11/5/1990,451-96-2711,69202,23,Private,34113
80d4517d,7/17/1958,200-36-0031,86962,44,Local-gov,323790
c7d14d36,2/22/1969,502-83-7684,54041,28,Private,331381
eea585e0,3/29/1998,837-30-8775,69459,48,Private,160647
b0638bad,3/9/2009,593-95-3638,78043,34,Private,339142
c598d58b,5/8/1996,748-48-6265,17100,58,Private,164857
b98aa70a,6/7/1956,713-41-9765,88868,33,Local-gov,267859
55fb7a56,6/28/1998,164-75-8616,47626,38,Private,167725
26a7bd51,8/10/1988,116-55-1223,32670,49,Federal-gov,586657
1e08c36b,12/7/1963,657-86-2695,94230,67,Self-emp-not-inc,105907
78db33c1,10/31/1978,437-06-2534,67271,23,Private,200677
a1ddbfef,10/28/1956,153-23-0484,25262,42,Private,193882
8399ee49,12/9/1973,439-87-7725,38541,54,Private,138026
cb3591ca,1/2/1984,246-30-8813,75053,49,Private,122385
6065ba4a,6/13/2000,300-43-1926,97253,35,Private,49020
8af067af,11/6/1956,258-14-5386,49532,26,Private,283715
85367922,10/19/1966,574-30-4741,44103,31,Private,286406
bccee93e,5/10/1956,384-63-9197,88661,36,Private,166416
ae94e36c,10/17/1970,250-44-7378,57432,25,Private,156334
e8ac44f0,5/19/1976,543-87-0798,23791,35,Local-gov,45607
964220f0,5/31/1999,524-57-6251,15971,40,Local-gov,112362
f4cd001b,12/31/2003,396-12-0282,74894,52,Private,200419
34ef6d64,3/5/2009,430-04-5630,16656,42,State-gov,341638
328a680d,2/9/2011,414-40-6422,37389,25,,34161
50b9704c,3/12/1976,304-48-1999,44492,50,Self-emp-not-inc,127151
4609aeca,4/26/2010,831-08-0819,97267,52,Private,321959
0f8b4c1f,1/17/1982,776-74-1888,90612,51,Local-gov,35211
5f5b9fb7,8/28/1988,217-75-4197,57440,19,Private,214935
d7d5e89d,6/24/1957,404-03-7661,68589,43,Private,132130
0c08e8d0,8/10/1972,118-23-4250,69264,57,Private,222247
1dbbbe77,9/17/1957,805-88-7183,72501,35,Private,165799
bee47ed7,2/2/1963,705-57-5849,50111,30,Private,257874
2d7e9130,2/5/1962,754-57-2462,45581,38,Private,357173
6dfa6664,1/7/2003,265-19-5296,37235,45,State-gov,305739
30cc4dd7,1/29/2003,361-46-8130,74332,23,Private,172047
bc24438f,9/16/1999,575-48-5847,36207,22,Private,110677
2ec9db6e,5/21/1957,135-43-9838,55317,21,,405684
dd270c4b,11/2/2003,605-14-3842,57234,60,Private,82388
5138d43c,4/18/2007,661-83-0012,18955,45,Private,289230
93a9fefd,11/7/1960,295-74-0508,62027,26,Private,101812
bafe4e48,12/22/1966,605-11-3923,20514,49,State-gov,336509
5e74e33f,7/24/1972,174-54-7988,60498,29,Private,383402
9ec35d79,5/17/2009,447-82-7589,44321,47,Private,328216
43298c6d,2/3/2003,297-05-7041,32961,40,Private,280362
6b2d3f8f,1/10/1968,233-27-9860,5690,34,Private,212064
b9d69bf4,6/12/1995,327-32-4778,14196,42,Private,173704
dc2772b3,8/5/2003,118-27-4640,81295,33,Private,433375
8f73f080,7/20/1986,763-45-4251,68775,63,Self-emp-not-inc,106551
099576dc,4/26/1996,592-03-4706,40541,53,Private,22418
6872623e,8/19/2002,897-69-1297,26427,38,Private,54816
454dac42,3/24/1954,896-34-5302,93520,44,Private,358199
d8c845dd,5/20/2010,222-17-3020,6303,43,Private,190044
33caaa39,1/7/1953,452-71-1002,39163,26,Private,97698
