ID,DOB,SSN,Zip,Age,Workclass,fnlwgt,Education,Education-Num,Marital Status,Occupation,Relationship,Race
6bb26cb0,9/5/1981,562-05-4920,52284,39,Private,224566,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White
585567c6,7/5/1956,520-90-3176,70328,19,Private,28119,Some-college,10,Never-married,Other-service,Own-child,White
0d34601e,6/15/1972,684-22-8635,75998,19,Private,323810,10th,6,Never-married,Craft-repair,Not-in-family,White
6433f782,2/9/2005,657-82-3033,92303,29,Private,210498,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
093302d4,4/1/1978,480-19-8762,68815,66,Self-emp-not-inc,174995,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White
55d3f605,10/18/1993,782-48-7409,67416,38,Private,161141,Some-college,10,Married-civ-spouse,Tech-support,Husband,White
8a9b9a0c,10/9/2004,403-24-2263,62790,44,Private,210534,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White
bc8589cf,9/10/1955,698-82-6934,70778,34,Self-emp-not-inc,112650,7th-8th,4,Never-married,Craft-repair,Own-child,White
eed29f90,10/28/1961,515-80-6777,61646,35,State-gov,318891,Assoc-acdm,12,Widowed,Exec-managerial,Not-in-family,White
8bec55bd,7/22/1956,792-86-9756,2696,29,Local-gov,375655,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White
49103326,8/15/1977,173-65-6821,41086,22,Private,228465,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black
8f68f87d,6/2/2009,300-85-9573,70229,33,,102130,Some-college,10,Never-married,,Own-child,White
80462257,6/29/2006,461-48-0925,10455,73,Private,183213,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White
f103a841,1/23/1959,811-62-2805,22425,35,Local-gov,177305,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White
026cb3f1,9/20/1981,506-80-7195,41209,41,Private,34037,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White
4ba3df3e,3/2/1967,514-89-2054,95740,27,Self-emp-not-inc,116613,Some-college,10,Married-civ-spouse,Other-service,Wife,White
8a222118,12/15/1984,474-84-7729,73574,25,Private,175540,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White
faab6834,5/26/2002,704-90-2750,45966,47,Private,150768,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,White
5a67d690,11/22/1953,614-22-4083,10711,36,Private,176634,Bachelors,13,Married-civ-spouse,Sales,Wife,White
d667d7b6,8/6/2003,585-18-2665,90891,36,Private,209993,1st-4th,2,Widowed,Other-service,Other-relative,White
10031ca2,11/9/2003,867-70-9439,2508,25,Local-gov,206002,HS-grad,9,Divorced,Tech-support,Unmarried,White
f2ca5c99,7/16/2005,822-56-8327,52817,37,Private,201259,11th,7,Divorced,Transport-moving,Not-in-family,White
089db7de,9/23/1984,424-74-1520,46351,26,Local-gov,202286,Bachelors,13,Never-married,Tech-support,Own-child,White
425347a2,9/18/1993,222-26-8532,30221,53,Private,96062,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White
ca7deda5,1/26/1979,789-34-9990,66302,36,Local-gov,578377,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White
f85f8111,3/12/1960,158-07-4785,73763,30,Private,509500,Bachelors,13,Never-married,Tech-support,Not-in-family,White
01c53e61,3/24/2005,880-87-4334,30810,53,Local-gov,324021,Some-college,10,Divorced,Other-service,Not-in-family,White
81ad2fd2,9/13/1952,387-13-8674,58179,37,Self-emp-not-inc,107737,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
32875a22,11/6/1960,685-49-0022,19061,41,State-gov,129865,HS-grad,9,Divorced,Craft-repair,Unmarried,White
48da41bb,12/30/1956,665-57-6559,64474,53,Private,103586,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White
1237ba43,5/6/1998,492-47-4894,7402,23,Private,187513,Some-college,10,Never-married,Other-service,Own-child,White
23ebf266,4/14/1997,347-41-3820,87386,28,Private,172891,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White
0d68737f,11/28/1956,717-50-9017,44575,53,Local-gov,207449,10th,6,Married-civ-spouse,Other-service,Husband,White
542ef3af,5/27/2004,329-11-4721,46963,32,Private,209103,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White
df38e51d,1/9/2012,716-12-2091,4655,33,Private,408813,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White
bd49b5f7,2/15/1996,173-36-3131,4199,27,Private,209292,HS-grad,9,Never-married,Sales,Other-relative,Black
97b1b4ce,6/18/1958,885-86-4816,86237,52,Private,144361,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White
b9eef85f,7/27/1978,228-16-1565,79974,31,Private,209538,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White
2e4218bf,6/21/1971,783-51-6855,61049,27,Private,244402,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White
dac89595,6/17/1993,142-55-3590,24271,44,Private,889965,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White
75aac438,7/27/1994,830-98-1219,94630,37,Self-emp-not-inc,298444,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White
eaf9bd4f,2/27/1980,238-83-7006,73299,39,Private,163237,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
c6fe456c,1/20/1996,779-66-7059,84928,18,Private,311795,12th,8,Never-married,Sales,Own-child,Black
1ed6aae7,9/13/1967,838-23-0957,85481,42,Private,155972,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White
191035d3,6/8/1954,580-28-5645,31963,49,Private,291783,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White
13e8efb0,2/9/2011,144-97-9502,77831,35,Private,153535,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black
04414ad1,2/6/1979,687-73-0660,49564,43,Private,249771,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander
5832f90b,2/20/1999,520-82-0609,82000,43,Private,462180,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White
fe80cd6c,7/10/1951,127-77-4252,28181,31,Private,308540,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
ef86b95d,1/25/1977,194-93-0907,61121,27,Private,34701,Bachelors,13,Never-married,Other-service,Not-in-family,White
2f8fadc6,9/24/1981,328-68-6975,44836,46,Federal-gov,106252,Some-college,10,Divorced,Adm-clerical,Not-in-family,White
daa9be61,1/13/1993,482-42-3371,82593,54,Private,138944,HS-grad,9,Married-civ-spouse,Sales,Husband,White
fd952391,5/20/1980,150-79-5666,16652,37,Private,140713,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black
21667f87,8/22/2008,859-10-6171,12814,53,Local-gov,216931,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White
73486290,12/29/1966,437-24-8255,40744,26,Private,162312,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander
014112df,11/5/2008,842-88-4201,40272,59,Self-emp-inc,253062,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White
67da4b27,5/12/1960,366-11-4428,22247,36,Federal-gov,359249,Some-college,10,Separated,Adm-clerical,Not-in-family,Black
1b971e66,12/25/2002,350-11-4840,70677,32,Private,231413,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White
e864c649,12/8/2008,870-88-7898,6012,53,Local-gov,197054,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White
430f2570,11/1/1972,774-25-9180,14236,26,Private,130931,HS-grad,9,Never-married,Adm-clerical,Own-child,Black
66c2f503,11/7/1975,777-40-7192,23769,35,Private,30565,HS-grad,9,Married-AF-spouse,Other-service,Wife,White
cbc0b636,10/24/1956,763-66-3339,20620,48,Private,105138,HS-grad,9,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander
62c3c840,10/28/2005,575-12-0815,88349,30,Local-gov,178383,Some-college,10,Separated,Handlers-cleaners,Not-in-family,Black
b6687b39,1/19/1968,856-19-1007,19187,38,Private,241998,12th,8,Married-civ-spouse,Craft-repair,Husband,White
5d4b6bd1,1/3/1998,404-51-1764,48390,58,Self-emp-not-inc,196403,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White
d3b60d7f,12/22/1995,858-74-2863,48505,44,Private,232421,HS-grad,9,Married-spouse-absent,Transport-moving,Not-in-family,Other
ce4c8db8,8/4/1969,763-09-0191,70520,30,Private,130369,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White
c0129cf9,8/30/1997,373-08-5801,18189,68,Self-emp-not-inc,336329,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White
80a2fd7e,5/23/2005,801-05-9637,36325,26,Local-gov,337867,Bachelors,13,Never-married,Prof-specialty,Own-child,Black
c7ab365f,2/20/1953,553-62-8866,22619,26,Local-gov,104614,Bachelors,13,Never-married,Prof-specialty,Own-child,White
a02cad99,1/16/2002,285-76-3855,95790,41,Private,223548,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White
7d3a7bb4,10/7/2005,616-04-1325,18839,43,State-gov,506329,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander
60ee2637,1/6/1964,802-31-9418,24488,48,Private,64479,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White
12fdf70a,7/19/1966,862-65-1726,19750,55,Private,284095,HS-grad,9,Divorced,Sales,Not-in-family,White
282ef04e,8/23/1993,243-91-2552,11130,50,Self-emp-not-inc,221336,Some-college,10,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander
c389bc30,5/23/2008,255-04-0084,20564,41,Private,428499,11th,7,Married-civ-spouse,Craft-repair,Husband,White
02a7817d,7/21/2000,668-33-3455,21592,52,Private,208302,HS-grad,9,Married-civ-spouse,Sales,Husband,White
bf1c7e3f,8/7/1971,762-66-8233,5002,24,,412156,HS-grad,9,Married-civ-spouse,,Wife,White
3ce84ac3,10/30/1973,374-96-2013,10373,31,Self-emp-not-inc,182177,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
860054d4,6/1/1975,492-68-3419,81714,54,Local-gov,129972,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White
cfb231b7,1/26/1993,276-93-8273,29071,31,Self-emp-not-inc,186420,Masters,14,Separated,Tech-support,Not-in-family,White
60a47ea9,3/7/1955,521-80-0941,96355,31,Self-emp-inc,203488,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White
5432b3d7,12/2/1968,113-41-0164,47422,47,Private,128796,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
8632f8d2,2/19/1978,740-03-2769,5839,40,Private,55395,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White
62388618,10/17/1975,691-78-0563,87337,46,State-gov,314770,Some-college,10,Divorced,Adm-clerical,Unmarried,White
8d19b06e,5/14/1994,390-32-9379,57539,45,Private,135044,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White
25afa06c,7/17/1978,846-82-6083,47065,39,Private,319248,10th,6,Never-married,Other-service,Unmarried,White
2ad1fdde,4/10/2000,414-88-4343,35191,34,Local-gov,236415,Some-college,10,Never-married,Adm-clerical,Unmarried,White
c5efe6ca,1/9/1988,673-10-8204,6750,48,,151584,Some-college,10,Never-married,,Not-in-family,White
c7ed2e13,12/18/1962,166-40-1426,55867,19,,133983,Some-college,10,Never-married,,Own-child,White
a145a8bf,8/29/1972,828-97-8150,23584,56,Private,81220,Some-college,10,Never-married,Adm-clerical,Not-in-family,White
f074708e,6/20/1970,891-55-8575,19899,47,Private,151087,HS-grad,9,Separated,Prof-specialty,Other-relative,Other
23f7088b,5/18/1976,633-64-8676,34955,35,Private,322171,Some-college,10,Married-civ-spouse,Other-service,Wife,White
ec448568,10/4/1979,655-50-8797,12739,25,Private,190628,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
e78254a8,5/21/1976,688-28-3647,70421,43,Local-gov,106982,Bachelors,13,Separated,Prof-specialty,Unmarried,White
864bbdd3,11/10/1960,750-50-9371,72177,59,Private,227856,Bachelors,13,Married-civ-spouse,Sales,Husband,White
56d966c2,7/13/1966,472-96-1677,50114,66,,213477,7th-8th,4,Divorced,,Not-in-family,White
59b8c097,8/22/1973,357-61-2804,83792,63,Private,266083,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White
cb136b8d,1/11/1968,282-16-9574,26910,32,Private,257068,Some-college,10,Married-spouse-absent,Transport-moving,Not-in-family,White
bb221762,4/18/2006,741-18-9659,7060,58,,37591,Bachelors,13,Widowed,,Not-in-family,White
aee223b4,1/4/1966,364-23-8829,7413,43,Self-emp-inc,150533,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Other-relative,White
cb77991d,5/10/2010,555-69-1328,76080,27,Private,211184,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White
d4adcb0d,1/2/1981,398-41-2264,91567,21,Private,136610,12th,8,Never-married,Handlers-cleaners,Own-child,White
82debbd7,9/3/2009,416-30-3228,84692,44,Federal-gov,244054,Some-college,10,Divorced,Exec-managerial,Unmarried,White
85c5bbd0,3/20/1986,713-97-3480,48832,40,Self-emp-not-inc,240698,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
e9cf8afd,11/1/1964,674-15-2196,82194,65,Private,172906,HS-grad,9,Widowed,Adm-clerical,Unmarried,White
7fa182bc,9/10/1951,376-21-8879,97708,50,Private,238959,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White
5eea18da,12/15/2004,346-61-8604,34233,18,,163085,HS-grad,9,Separated,,Own-child,White
8ac6270c,5/29/1986,744-50-4531,85616,51,State-gov,172022,Masters,14,Never-married,Prof-specialty,Not-in-family,White
c5d399bf,6/23/2005,160-87-3068,33646,44,Federal-gov,218062,Some-college,10,Divorced,Adm-clerical,Unmarried,Black
d3557c3f,11/30/1981,420-83-3961,50769,20,Private,201799,Some-college,10,Never-married,Sales,Own-child,White
cde918af,3/26/1986,891-54-3789,84428,29,Private,150717,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White
1038b4ad,10/3/1985,382-85-2881,92206,50,Private,94391,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White
cf440dc3,3/26/2010,496-15-9352,23907,50,Local-gov,153064,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White
61561ce8,8/17/1976,862-50-5772,93323,43,Private,156771,10th,6,Married-civ-spouse,Adm-clerical,Husband,White
9500bb73,1/17/1984,657-92-1506,14191,23,Private,216639,Bachelors,13,Never-married,Tech-support,Not-in-family,White
6e420666,6/18/2006,431-47-8108,66909,41,Private,82161,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White
7277bac5,8/9/1959,658-75-4515,83897,30,,159159,Some-college,10,Married-civ-spouse,,Wife,White
0fb01d17,1/11/1987,235-94-5671,27856,58,Self-emp-not-inc,310014,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White
dc905445,12/5/1966,777-81-4305,89505,50,State-gov,133014,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White
30baa68c,7/18/1995,321-52-0182,99886,37,Self-emp-not-inc,36214,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White
fabde2ab,10/22/1960,527-11-5689,80164,21,Private,399022,HS-grad,9,Never-married,Farming-fishing,Own-child,White
5ba17871,10/26/1979,702-38-5468,8077,33,Private,179758,HS-grad,9,Married-civ-spouse,Sales,Wife,White
97b994b5,7/15/1974,802-52-7179,87960,52,Private,48947,Some-college,10,Divorced,Adm-clerical,Unmarried,White
794938ae,4/2/1986,719-96-9236,58292,47,Private,201865,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White
839b0ab6,10/24/2010,545-27-8775,70268,45,Self-emp-not-inc,319122,Bachelors,13,Never-married,Sales,Not-in-family,White
f881167b,8/25/1978,528-73-8209,48771,34,Private,155151,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
083300a3,4/13/2000,737-60-7405,35120,39,Private,24106,Some-college,10,Married-civ-spouse,Sales,Husband,White
d185054f,2/11/1971,262-92-9869,71766,31,Private,257863,Some-college,10,Divorced,Other-service,Not-in-family,White
b8b28c37,2/15/1979,402-26-1406,50459,19,,28967,Some-college,10,Never-married,,Not-in-family,White
81455702,1/15/1993,421-82-6213,17856,45,Private,379393,Some-college,10,Divorced,Tech-support,Not-in-family,White
7393babb,10/4/2011,307-62-4376,3189,45,Self-emp-not-inc,152752,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White
606e134d,12/2/1962,440-53-6558,194,34,Private,154874,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White
73a84b3a,5/28/2006,640-76-1642,32744,27,Private,154210,11th,7,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander
d81a0630,7/7/1962,288-44-0981,68528,37,Private,335716,HS-grad,9,Divorced,Sales,Unmarried,White
d683b6e1,7/26/1986,706-82-8180,98456,20,Private,94744,HS-grad,9,Never-married,Adm-clerical,Own-child,Black
41680df6,1/15/2010,272-01-0231,78504,32,Private,133861,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White
6f81700b,8/20/1993,415-99-4311,76481,24,Private,240137,1st-4th,2,Never-married,Handlers-cleaners,Not-in-family,White
13c297ec,10/29/1996,861-63-2792,10901,39,Private,80004,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White
85815a42,11/22/1976,813-16-6023,88338,18,Private,109702,Some-college,10,Never-married,Sales,Own-child,White
b9f079f6,8/6/1973,759-38-5281,11244,62,Self-emp-not-inc,39610,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White
31dd920e,8/12/1999,856-53-0986,37639,24,Private,90046,Bachelors,13,Separated,Exec-managerial,Not-in-family,White
16d637fc,5/27/1996,235-41-0269,80930,37,Private,193855,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White
b5de5435,1/12/2005,724-09-9667,30916,46,Private,206889,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White
4c17141d,4/10/2012,243-28-6576,51444,44,Private,86298,HS-grad,9,Divorced,Craft-repair,Not-in-family,White
cebbb2c1,12/6/2004,563-35-8181,59613,53,Private,149650,HS-grad,9,Never-married,Sales,Not-in-family,White
c42eb9df,8/25/1990,315-55-4245,67755,25,Private,323139,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White
176d736a,5/14/1955,371-59-8509,90811,44,Private,237993,Prof-school,15,Married-civ-spouse,Machine-op-inspct,Husband,White
5685466f,2/2/1990,556-57-7300,91359,24,Private,36058,Bachelors,13,Never-married,Sales,Not-in-family,White
72212bd6,12/26/1952,119-14-6654,56932,61,Private,163393,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White
6cfc1e94,5/22/2000,322-99-8618,22751,45,Local-gov,93535,Masters,14,Divorced,Prof-specialty,Unmarried,White
1c5c4e7e,8/21/1953,830-93-4372,74908,33,Self-emp-not-inc,112952,Some-college,10,Never-married,Craft-repair,Own-child,White
0e1a0f9c,4/19/1965,548-65-1004,28011,48,Private,182541,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White
58b4f9a8,3/31/1969,631-82-5695,42194,26,Local-gov,73392,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo
51a85860,6/27/1995,742-38-9215,66840,40,,507086,HS-grad,9,Divorced,,Not-in-family,Black
64053b3c,2/23/1989,879-25-7248,69909,68,Private,195868,Bachelors,13,Married-civ-spouse,Sales,Husband,White
2e1da6b4,2/23/1955,616-39-2940,68466,24,Private,276851,HS-grad,9,Divorced,Protective-serv,Own-child,White
12f41a00,1/19/1958,882-81-9902,96097,25,,39901,Bachelors,13,Married-civ-spouse,,Husband,White
faf03f23,11/26/1954,771-37-5501,19173,31,Local-gov,33124,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White
1d0ff2e5,5/23/2005,497-72-9316,83721,55,Private,419732,Some-college,10,Divorced,Other-service,Unmarried,White
af4be866,8/11/1998,244-02-5796,91445,46,Private,171095,Assoc-acdm,12,Divorced,Sales,Unmarried,White
96667e59,1/23/2007,446-14-5188,63565,58,Private,199278,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White
7f9a2ebd,6/16/1984,752-44-4804,21081,56,Private,235205,HS-grad,9,Widowed,Other-service,Unmarried,White
f93d0151,1/13/1996,316-75-4550,52855,45,Federal-gov,168232,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White
1d7f8b1d,6/5/1955,774-05-5633,74259,24,Private,145964,Bachelors,13,Never-married,Exec-managerial,Unmarried,White
f05009d0,1/31/1951,255-35-7672,89431,35,Local-gov,72338,HS-grad,9,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander
47adeb1a,3/14/1961,455-99-6126,12065,51,Private,153870,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White
553858a9,9/19/2011,605-24-6873,92391,47,Private,323798,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White
9d3496fe,5/6/1960,578-51-0546,68894,17,Private,198830,11th,7,Never-married,Adm-clerical,Other-relative,White
5eccd50b,2/24/1959,428-84-8078,88555,21,Private,267040,10th,6,Never-married,Prof-specialty,Unmarried,Black
aa814403,9/25/1997,582-36-8756,32132,45,Private,167187,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White
cf06691e,6/18/1967,801-90-4123,74872,42,Private,230684,HS-grad,9,Married-civ-spouse,Sales,Husband,White
3a7139e9,7/24/1982,462-19-5334,83536,56,Private,659558,12th,8,Widowed,Other-service,Unmarried,Black
c20ee8a0,2/2/1965,715-93-9504,95944,39,Private,181661,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White
9bb6da06,7/6/1955,773-64-4720,48198,31,Private,186144,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,Other
0728fa29,11/25/1959,776-54-7154,73839,20,Federal-gov,178517,Some-college,10,Never-married,Tech-support,Not-in-family,White
e0fbdeb5,8/4/1969,312-33-6256,62081,65,Self-emp-not-inc,131417,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White
53baa61e,10/10/1956,653-82-9503,48415,44,Private,57233,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White
a8b374f2,12/17/1981,231-43-4907,99178,33,Private,379798,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
04f710e0,2/17/1989,626-06-3261,4695,25,Private,122175,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White
c4e18010,7/16/1992,689-88-2241,71579,38,Private,107302,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White
e1290afa,8/22/1981,179-94-9703,37803,31,Local-gov,127651,10th,6,Never-married,Transport-moving,Other-relative,White
87bfffc4,9/11/1954,850-66-6516,6563,33,Self-emp-not-inc,102884,Bachelors,13,Married-civ-spouse,Sales,Own-child,White
9eb0ebe1,4/10/2008,288-38-8485,57969,49,Self-emp-not-inc,241753,HS-grad,9,Divorced,Other-service,Unmarried,White
b7fd4351,2/14/1994,738-60-4003,9242,28,Private,173611,HS-grad,9,Never-married,Exec-managerial,Own-child,White
126ac169,1/21/1966,611-94-3392,16756,29,Private,232666,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
caef9594,6/27/1992,173-96-9607,95269,23,Private,352207,Assoc-voc,11,Never-married,Other-service,Own-child,White
44548a28,10/31/1970,300-67-6156,77724,37,Self-emp-not-inc,241998,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White
85ccef6e,2/3/1967,653-24-5716,6416,52,Private,279129,Some-college,10,Never-married,Prof-specialty,Not-in-family,White
ea24a06b,8/19/1965,172-23-5169,21264,27,Private,177057,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White
89776269,10/17/1989,417-90-5644,38855,47,Private,155659,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
790df8e7,8/19/1951,181-66-0312,9243,21,Private,251603,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White
ed92b57b,5/23/1972,332-58-5508,41594,41,Federal-gov,19914,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander
1a6c5977,12/19/1962,522-43-4165,50405,61,Private,115023,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White
e0748ca5,9/10/1984,314-40-5620,70800,32,Private,101709,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander
70516484,7/14/1999,399-41-4188,88929,21,Private,313702,Some-college,10,Never-married,Sales,Not-in-family,White
d41be8e0,8/18/1998,827-75-9266,50498,63,Private,250068,12th,8,Married-civ-spouse,Sales,Husband,White
9a6eedd1,4/28/1955,898-60-8437,35180,34,Private,227359,Some-college,10,Married-civ-spouse,Other-service,Husband,White
82b80b6c,2/22/1987,232-58-7705,1674,21,State-gov,196827,Assoc-acdm,12,Never-married,Tech-support,Own-child,White
5b88f62a,8/12/1957,788-57-9577,87874,44,Private,118550,HS-grad,9,Divorced,Other-service,Unmarried,White
b974bb38,8/11/1999,232-15-6095,383,26,Private,285004,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander
af20b2c9,9/10/1951,513-21-0370,32389,36,Private,280169,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White
fc131ce4,3/14/1957,170-76-4056,43189,39,Private,144608,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White
532c6273,6/26/1978,558-82-7210,89015,52,Private,76860,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander
3a0d9ccd,4/28/1975,623-15-2989,99827,44,Self-emp-not-inc,167280,Bachelors,13,Married-civ-spouse,Sales,Husband,White
d302a8b7,9/14/1996,786-40-0832,92685,42,Private,334783,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White
d412a212,7/31/1981,478-22-9129,84085,60,,141580,HS-grad,9,Married-civ-spouse,,Husband,White
d8fef79d,6/20/1975,496-04-4560,55959,31,Private,226443,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White
9891d043,2/21/1959,899-48-9385,13191,30,Private,366065,Some-college,10,Never-married,Craft-repair,Unmarried,Black
24dfbd46,12/11/2009,899-36-7252,66909,23,Private,225724,Some-college,10,Never-married,Prof-specialty,Own-child,White
180df239,6/24/2003,606-16-4107,95484,81,State-gov,132204,1st-4th,2,Widowed,Other-service,Not-in-family,White
e45ec418,6/6/1956,101-18-1316,11399,39,Private,258276,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander
bfbf1e7e,7/2/1952,233-69-4545,97985,38,Private,197711,10th,6,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander
bb32b496,1/6/1958,163-51-7116,76236,21,Private,30619,Some-college,10,Never-married,Exec-managerial,Not-in-family,White
2023133d,11/23/2009,282-11-6798,48119,28,Local-gov,335015,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
8b4d91be,6/23/1978,403-24-8424,25095,34,Private,61272,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White
64edebf4,2/16/1960,497-77-8314,74183,47,Private,106544,HS-grad,9,Never-married,Other-service,Not-in-family,White
c4ddef29,4/10/1956,482-92-4955,89788,36,Private,144169,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
42ab57aa,10/21/2004,675-03-1417,83534,27,Private,40295,HS-grad,9,Never-married,Transport-moving,Not-in-family,White
2f7ec9d4,7/1/1956,273-14-3592,58715,56,Private,266091,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White
411105ad,3/15/1952,735-08-3056,82600,57,Private,143030,HS-grad,9,Widowed,Other-service,Unmarried,White
9b33f29c,10/23/1990,250-74-1456,51033,42,State-gov,192397,Some-college,10,Divorced,Adm-clerical,Own-child,White
0b099a12,4/27/1952,541-84-4784,27087,43,Private,114351,HS-grad,9,Divorced,Craft-repair,Not-in-family,White
